labsampnum,result_source_key,prep_code,pedon_key,site_key,pedlabsampnum,project_key,layer_field_label_1,hzn_top,hzn_bot,InRangeTop_0_100,InRangeBot_0_100,hzn_desgn,pedoniid,upedonid,soil_name,class_type,classification_name,siteiid,usiteid,site_obsdate,latitude_decimal_degrees,longitude_decimal_degrees,country_code,country_name,state_code,state_name,county_code,county_name,mlra_code,mlra_name,ssa_code,ssa_name,note,pedobjupdate,lab_texture,ca_nh4_ph_7,ca_nh4_ph_7_method,mg_nh4_ph_7,mg_nh4_ph_7_method,k_nh4_ph_7,k_nh4_ph_7_method,total_carbon_ncs,total_carbon_ncs_method,total_nitrogen_ncs,total_nitrogen_ncs_method,organic_carbon_walkley_black,oc_walkley_black_method,ph_cacl2,ph_cacl2_method,ph_h2o,ph_h2o_method,phosphorus_bray1,phosphorus_bray1_method,phosphorus_bray2,phosphorus_bray2_method,phosphorus_mehlich_3,phosphorus_mehlich_3_method,base_sat_nh4oac_ph_7,estimated_organic_carbon,carbon_to_nitrogen_ratio,texture_lab,particle_size_method,clay_total,silt_total,sand_total,total_frag_wt_pct_gt_2_mm_ws,bulk_density_oven_dry,bulk_density_oven_dry_method
UAR0005420,15858126,S,57735,56934,68BO05,5568,68BO05,56,79,56,79,Btx,711337,1968AR009005,Nixa,series,"Loamy-skeletal, siliceous, active, mesic Glossic Fragiudults",711729,1968AR009005,11/5/2012 0:00,36.4910881,-93.2303211,US,United States,AR,Arkansas,AR009,Boone,116A,Ozark Highland,AR009,"Boone County, Arkansas",NASIS updated 5/4/2020 8:08:04 AM,7/25/2019 13:05,sic,0.5,6N2,0.7,6O2f,0.1,6Q2a,,,,,0.6,6A1a,,,4.7,8C1a,14,6S3,,,,,,,,sic,hyd1,41.3,51.1,7.4,,,
08N01294,210850,S,34846,34632,08N0206,5048,S08FL005-001-3,25,38,25,38,Eg,283568,S08FL005001,Leon,series,"Sandy, siliceous, thermic Aeric Alaquods",284188,S2008FL005001,10/27/2007 0:00,30.2055283,-85.7723312,US,United States,FL,Florida,FL005,Bay,152A,Eastern Gulf Coast Flatwoods,FL005,"Bay County, Florida",NASIS updated 5/4/2020 7:46:32 AM,4/23/2016 6:08,s,0,4B1a1a,0.02,4B1a1a,0.05,4B1a1a,0.6,4H2a,0.026,4H2a,,,3.5,4C1a2a,4.2,4C1a2a,,,,,,,3,0.6,23,s,3A1a1a,1,5.3,93.7,0,,
MU011811,15759965,S,42393,41679,M9120973,5397,,0,8,0,8,A,92979,1991MO209100,Noark,series,"Clayey-skeletal, mixed, semiactive, mesic Typic Paleudults",93039,1991MO209100,9/25/1991 0:00,36.8341528,-93.3600583,US,United States,MO,Missouri,MO209,Stone,116B,Springfield Plain,MO209,"Stone County, Missouri",NASIS updated 5/4/2020 8:38:41 AM,7/25/2019 13:05,SIL,9.5,6N2,0.4,6O2,0.3,6Q2,,,,,2.2,6A2d,6.1,8C1e,6.6,8C1a,,,,,,,82,,,SIL,3A1a1a,12.6,75.2,12.2,,,
FL6601803,15817186,S,51077,50351,S66_018,5460,,38,66,38,66,Bw2,518310,1979-FL131-S66_018,Leefield,,"Arenic Plinthaquic Paleaquults, loamy, siliceous, subactive, thermic.",529604,S1979-FL131-S66_018,4/15/2011 0:00,30.9773998,-86.27285,US,United States,FL,Florida,FL131,Walton,133A,Southern Coastal Plain,FL131,"Walton County, Florida",NASIS updated 5/4/2020 8:46:15 AM,4/23/2016 6:15,LS,0.23,6N2,0.07,6O2,0.01,6Q2,,,,,0.12,6A1a,4.4,8C1e,6.1,8C1a,,,,,,,,,,LS,3A1a1a,9.9,9.1,,,,
81P01344,57920,S,8369,8369,81P0258,562,,41,69,41,69,Bt1,956550,81LA111001,Ruston,taxadjunct,"Coarse-loamy, siliceous, semiactive, thermic Typic Paleudalf",974844,81LA111001,6/1/1981 0:00,32.6775,-92.3958333,US,United States,LA,Louisiana,LA111,Union,133B,Western Coastal Plain,LA111,"Union Parish, Louisiana",NASIS updated 5/4/2020 8:13:17 AM,6/12/2014 16:16,scl,1.83,6N2e,1.62,6O2d,0.3,6Q2b,,,,,0.15,6A1c,4.7,4C1a2a,5.2,4C1a2a,,,,,,,54,,,scl,3A1a1a,22.4,16.4,61.2,0,,
00P02978,160531,S,25162,25162,00P0480,3498,,26,63,26,63,Bssg1,111167,99MS125002,Sharkey,series,,111153,S1999MS125002,10/1/1999 0:00,,,US,United States,MS,Mississippi,MS125,Sharkey,,,MS125,"Sharkey County, Mississippi",NASIS updated 5/4/2020 7:36:26 AM,4/23/2016 6:08,c,32.19,6N2i,13.4,6O2h,1.06,6Q2f,0.81,6A2e,0.117,6B4a,,,6.7,4C1a2a,6.8,4C1a2a,,,,,,,95,0.8,7,c,3A1a1a,71.5,27.9,0.6,0,1.84,4A1h
FL4002202,15819362,S,51416,50690,S40_022,5460,,15,76,15,76,Bw,517843,1985-FL079-S40_022,Fuquay,,"Arenic Plinthic Kandiudults, loamy, kaolinitic, thermic",529096,S1985-FL079-S40_022,4/15/2011 0:00,30.4766369,-83.4347687,US,United States,FL,Florida,FL079,Madison,133A,Southern Coastal Plain,FL079,"Madison County, Florida",NASIS updated 5/4/2020 8:45:45 AM,4/23/2016 6:15,S,0.37,6N2,0.08,6O2,0.09,6Q2,,,,,0.28,6A1a,5.2,8C1e,5.9,8C1a,,,,,,,,,,S,3A1a1a,5.1,6.6,,,,
MU045262,15810957,S,50060,49346,M9210503,5429,,0,8,0,8,A,39156,1991MO1052637,Clarksville,series,"Loamy-skeletal, siliceous, semiactive, mesic Typic Paleudults",39213,1991MO1052637,8/27/1991 0:00,37.5861111,-92.3822222,US,United States,MO,Missouri,MO105,Laclede,116A,Ozark Highland,MO105,"Laclede County, Missouri",NASIS updated 5/4/2020 8:38:58 AM,7/25/2019 13:05,sil,5.1,4B1a1,1.2,4B1a1,0.4,4B1a1,,,,,2.5,6A2d,5.2,8C1e,5.8,8C1a,,,,,,,59,,,sil,3A1a1a,10.7,63.4,25.9,,,
FL6600303,15817114,S,51066,50340,S66_003,5460,,36,56,36,56,Bw2,518295,1979-FL131-S66_003,Orangeburg,,"Typic Kanhapludults, fine-loamy, kaolinitic, thermic.",529589,S1979-FL131-S66_003,4/15/2011 0:00,30.9803047,-86.3342056,US,United States,FL,Florida,FL131,Walton,133A,Southern Coastal Plain,FL131,"Walton County, Florida",NASIS updated 5/4/2020 8:46:14 AM,4/23/2016 6:15,SL,0.22,6N2,0.09,6O2,0.05,6Q2,,,,,0.18,6A1a,4.6,8C1e,5,8C1a,,,,,,,,,,SL,3A1a1a,8.6,14.6,,,,
MU039968,15775025,S,44626,43912,M9021551,5429,,30,43,30,43,Bt2,698765,1990MO215051,Lily,taxadjunct,"Coarse-loamy, siliceous, active, mesic Typic Hapludults",699759,1990MO215051,8/15/1990 0:00,37.4486972,-91.9937889,US,United States,MO,Missouri,MO215,Texas,116A,Ozark Highland,MO215,"Texas County, Missouri",NASIS updated 5/4/2020 8:37:56 AM,7/25/2019 13:05,fsl,2.2,4B1a1,1.2,4B1a1,0.4,4B1a1,,,,,0.1,6A2d,4.9,8C1e,5.7,8C1a,,,,,,,68,,,fsl,3A1a1a,12.2,24.1,63.7,,,
87P04486,92143,S,14490,14490,87P0817,1673,,64,97,64,97,Bt2,124548,87NC121001,Saunook,taxadjunct,"Fine, isotic, mesic Andic Haplohumults",122804,S1987NC121001,9/1/1987 0:00,36.1305542,-82.1522217,US,United States,NC,North Carolina,NC121,Mitchell,130,Blue Ridge,NC121,"Mitchell County, North Carolina",NASIS updated 5/4/2020 8:20:08 AM,1/16/2019 19:32,sil,2.76,6N2e,1.69,6O2d,0.1,6Q2b,,,0.103,6B3a,0.93,6A1c,5.2,4C1a2a,5.7,4C1a2a,,,,,,,27,,9,sil,3A1a1a,20.2,52.8,27,23,1.13,4A1h
80P01356,54969,S,7836,7836,80P0249,447,,76,140,76,100,2Cg1,1191494,S1979NC177001,Ponzer,series,"Loamy, mixed, dysic, thermic Terric Medisaprists",118507,S1979NC177001,3/1/1979 0:00,35.7992516,-76.3160553,US,United States,NC,North Carolina,NC177,Tyrrell,153B,Tidewater Area,NC177,"Tyrrell County, North Carolina",NASIS updated 5/4/2020 8:12:36 AM,8/9/2016 12:21,cl,0.3,6N2e,0.37,6O2d,0.09,6Q2b,,,0.07,6B1b,0.98,6A1c,4.2,8C1e,4.5,8C1a,,,,,,,7,,14,cl,3A1a1a,28.3,44.1,27.6,0,,
MU045379,15810850,S,50045,49331,M9210532,5429,,0,8,0,8,A,39795,1992MO1052951,Clarksville,series,"Loamy-skeletal, siliceous, semiactive, mesic Typic Paleudults",39852,1992MO1052951,10/1/1992 0:00,37.745,-92.7288889,US,United States,MO,Missouri,MO105,Laclede,116A,Ozark Highland,MO105,"Laclede County, Missouri",NASIS updated 5/4/2020 8:38:59 AM,7/25/2019 13:05,c,1.7,4B1a1,2,4B1a1,0.2,4B1a1,,,,,0.1,6A2d,3.8,8C1e,4.7,8C1a,,,,,,,31,,,c,3A1a1a,48,13.4,38.6,,,
MU020770,15768801,S,43699,42985,M9861331,5397,,51,76,51,76,2Bt2,1367481,1998MO203031M,Portia,series,"Fine-loamy, siliceous, semiactive, mesic Typic Paleudalfs",97316,1998MO203031M,3/26/1998 0:00,37.1092028,-91.3175083,US,United States,MO,Missouri,MO203,Shannon,116A,Ozark Highland,MO203,"Shannon County, Missouri",NASIS updated 5/4/2020 8:42:17 AM,10/18/2019 14:35,C,8,6N2,5.2,6O2,0.8,6Q2,,,,,0.2,6A2d,4.3,8C1e,4.6,8C1a,,,,,,,64,,,C,3A1a1a,66.3,20.7,13,,,
MU039647,15800547,S,48504,47790,M9020916,5429,,20,46,20,46,BE,92557,1990MO209020,Noark,series,"Clayey-skeletal, mixed, semiactive, mesic Typic Paleudults",92617,1990MO209020,10/24/1990 0:00,36.6661111,-93.4277778,US,United States,MO,Missouri,MO209,Stone,116B,Springfield Plain,MO209,"Stone County, Missouri",NASIS updated 5/4/2020 8:37:53 AM,7/25/2019 13:05,sil,2.6,4B1a1,0.4,4B1a1,0.2,4B1a1,,,,,0.5,6A2d,,,5.4,8C1a,,,,,,,48,,,sil,3A1a1a,14.9,76.5,8.6,,,
00P02977,160530,S,25162,25162,00P0480,3498,,10,26,10,26,A,111167,99MS125002,Sharkey,series,,111153,S1999MS125002,10/1/1999 0:00,,,US,United States,MS,Mississippi,MS125,Sharkey,,,MS125,"Sharkey County, Mississippi",NASIS updated 5/4/2020 7:36:26 AM,4/23/2016 6:08,c,29.09,6N2i,11.76,6O2h,1.4,6Q2f,1.41,6A2e,0.175,6B4a,,,6,4C1a2a,6.2,4C1a2a,,,,,,,89,1.4,8,c,3A1a1a,69.3,30.2,0.5,0,1.89,4A1h
UAR0002316,15858115,S,57733,56932,63WS23,5568,63WS23,13,20,13,20,E,711331,1966AR143001,Nixa,series,"Loamy-skeletal, siliceous, active, mesic Glossic Fragiudults",711723,1966AR143001,10/31/2012 0:00,36.172,-94.0051,US,United States,AR,Arkansas,AR143,Washington,116A,Ozark Highland,AR143,"Washington County, Arkansas",NASIS updated 5/4/2020 8:07:22 AM,7/25/2019 13:05,sil,3.28,6N2,0.21,6O2f,0.1,6Q2a,,,,,1.3,6A1a,,,6.1,8C1a,25,6S3,,,,,,,,sil,hyd1,10.4,78.4,11.4,,,
FL0202103,15820704,S,51645,50919,S02_021,5460,,28,43,28,43,Eg1,517116,1989-FL003-S02_021,Boulogne,,"Typic  Alaquods, sandy, siliceous, thermic.",528410,S1989-FL003-S02_021,4/15/2011 0:00,30.3048286,-82.067627,US,United States,FL,Florida,FL003,Baker,153A,Atlantic Coast Flatwoods,FL003,"Baker County, Florida",NASIS updated 5/4/2020 8:44:25 AM,4/24/2016 14:26,FS,0.02,6N2,0.01,6O2,0,6Q2,,,,,0.4,6A1a,4.9,8C1e,5.5,8C1a,,,,,,,,,,FS,3A1a1a,1.6,4.6,,,,
02N03333,180329,S,29168,29095,02N0664,4125,S02FL-121-009-2,20,71,20,71,E1,135398,S2002FL121009,Hurricane,series,"Sandy-skeletal, siliceous, acid, thermic Oxyaquic Alorthods",139418,S2002FL121009,2/19/2002 0:00,30.3086777,-82.9014893,US,United States,FL,Florida,FL121,Suwannee,138,North-Central Florida Ridge,FL121,"Suwannee County, Florida",NASIS updated 5/4/2020 7:39:59 AM,4/23/2016 6:08,fs,0,4B1a1a,0.08,4B1a1a,0,4B1a1a,0.75,4H2a,0.021,4H2a,,,5,4C1a2a,5.5,4C1a2a,393,4D3a1,,,,,15,0.8,36,fs,3A1a1a,1.9,4,94.1,0,,
MU001630,15749916,S,40969,40255,M9461375,5397,,74,86,74,86,2Bt4,1367928,1994MO203075M,Clarksville,series,"Loamy-skeletal, siliceous, semiactive, mesic Fragic Paleudults",687165,1994MO203075M,7/14/1994 0:00,37.1468778,-91.0896,US,United States,MO,Missouri,MO203,Shannon,116A,Ozark Highland,MO613,"Shannon County, Missouri, North & West Parts",NASIS updated 5/4/2020 8:40:15 AM,10/18/2019 14:35,SIL,0.5,6N2,0.4,6O2,0.1,6Q2,,,,,0.1,6A2d,3.9,8C1e,4.7,8C1a,,,,,,,14,,,SIL,3A1a1a,20.9,52.5,26.6,,,
00P05302,162816,S,25538,25538,00P0861,3568,,0,2,0,2,Oe,108580,S2000NC147001,Goldsboro,series,"Fine-loamy, siliceous, subactive, thermic Aquic Paleudult",108566,S2000NC147001,5/2/2000 0:00,35.5682487,-77.4374161,US,United States,NC,North Carolina,NC147,Pitt,,,NC147,"Pitt County, North Carolina",NASIS updated 5/4/2020 7:36:57 AM,4/24/2016 14:12,,1.16,6N2i,1.09,6O2h,0.75,6Q2f,23.81,6A2e,0.82,6B4a,,,3.1,4C1a2a,3.9,4C1a2a,,,,,,,,23.8,29,,,,,,,,
UAR0008786,15865859,S,59099,58296,78MR01,5568,78MR01,94,142,94,100,Bt3,814320,1978AR089001,Estate,series,"Fine, mixed, active, mesic Typic Hapludalfs",831493,1978AR089001,11/27/2012 0:00,36.1920465,-92.7530851,US,United States,AR,Arkansas,AR089,Marion,116A,Ozark Highland,AR610,"Baxter and Marion Counties, Arkansas",NASIS updated 5/4/2020 8:10:53 AM,7/25/2019 13:05,sc,10.4,6N2e,11.1,6O2d,0.3,6Q2b,0.26,6A2b,,,,,,,6.6,8C1a,,,,,,,,,,sc,hyd1,52.9,0.5,46.6,,,
MU048987,15799070,S,48256,47542,M9320922,5429,,0,8,0,8,A,93760,1993MO209224,Moko,taxadjunct,"Loamy-skeletal, mixed, superactive, mesic Lithic Eutrudepts",93820,1993MO209224,6/29/1993 0:00,36.6472222,-93.3583333,US,United States,MO,Missouri,MO209,Stone,116A,Ozark Highland,MO209,"Stone County, Missouri",NASIS updated 5/4/2020 8:39:41 AM,7/25/2019 13:05,cl,66.7,4B1a1,5.3,4B1a1,1.3,4B1a1,,,,,11.2,6A2d,,,7.9,8C1a,,,,,,,100,,,cl,3A1a1a,31.4,39.8,28.8,,,
MU000166,15748533,S,40779,40065,M0520704,5397,,46,69,46,69,Btg1,704937,2005MO207004,FORESTDALE,series,"Fine, smectitic, thermic Chromic Vertic Epiaqualfs",705339,2005MO207004,11/21/2005 0:00,36.7833333,-90.1,US,United States,MO,Missouri,MO207,Stoddard,131A,Southern Mississippi River Alluvium,MO207,"Stoddard County, Missouri",NASIS updated 5/4/2020 8:34:54 AM,12/18/2012 21:05,SIC,7.2,6N2,6.2,6O2,0.3,6Q2,,,,,0.6,6A2d,3.8,8C1e,4.2,8C1a,,,,,,,46,,,SIC,3A1a1a,49.7,48.9,1.4,,,
81P04695,61270,S,8900,8900,81P0789,663,,0,23,0,23,Ap,1130408,S1981NC101001,Norfolk,taxadjunct,"Fine-loamy, siliceous, thermic Typic Paleudults",118956,S1981NC101001,9/1/1981 0:00,35.5000954,-78.3330612,US,United States,NC,North Carolina,NC101,Johnston,133A,Southern Coastal Plain,NC101,"Johnston County, North Carolina",NASIS updated 5/4/2020 8:13:46 AM,2/3/2016 16:52,ls,0.85,6N2e,0.18,6O2d,0.18,6Q2b,,,,,0.62,6A1c,5.2,4C1a2a,5.9,4C1a2a,,,,,,,65,,,ls,3A1a1a,2.8,11,86.2,0,1.68,4A1h
40A37343,35264,S,4673,4673,40A4932,1,53374,23,36,23,36,B2,105814,S1953TN009028,Burton,series,,105831,S1953TN009028,2/1/1953 0:00,,,US,United States,TN,Tennessee,TN009,Blount,,,TN009,"Blount County, Tennessee",NASIS updated 5/4/2020 8:05:43 AM,4/22/2016 17:03,sl,0,6N2d,0.2,6O2b,0.02,6Q2a,,,,,0.48,6A1a,,,4.8,8C1a,,,,,,,,,,sl,3A1a1a,9.6,36.9,53.5,0,,
MU056505,15792709,S,47328,46614,M9617932,5429,,0,8,0,8,A,95837,1996MO179032M,Clarksville,taxadjunct,"Clayey-skeletal, siliceous, semiactive, mesic Typic Paleudults",97068,1996MO179032M,6/24/1996 0:00,37.4733806,-90.9435,US,United States,MO,Missouri,MO179,Reynolds,116A,Ozark Highland,MO179,"Reynolds County, Missouri",NASIS updated 5/4/2020 8:41:11 AM,7/25/2019 13:05,sil,0.9,4B1a1,0.4,4B1a1,0.3,4B1a1,,,,,3.5,6A2d,4,8C1e,4.6,8C1a,,,,,,,14,,,sil,3A1a1a,12.6,69.5,17.9,,,
MU053391,15798259,S,48122,47408,M9511925,5429,,30,43,30,43,Bt1,94300,1995MO119025,Noark,series,"Clayey-skeletal, mixed, semiactive, mesic Typic Paleudults",94360,1995MO119025,10/20/1995 0:00,36.7297211,-94.1933365,US,United States,MO,Missouri,MO119,McDonald,116B,Springfield Plain,MO119,"McDonald County, Missouri",NASIS updated 5/4/2020 8:40:31 AM,7/25/2019 13:05,sil,4.3,4B1a1,0.8,4B1a1,0.4,4B1a1,,,,,0.3,6A2d,4.6,8C1e,5.5,8C1a,,,,,,,63,,,sil,3A1a1a,22.3,68.5,9.2,,,
VPI02642,15857377,S,57582,56781,VPI0264,5566,,13,25,13,25,E1,363546,V1984-VA081-264,Orangeburg,,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",363862,VPI-Orang-2,9/24/2009 0:00,36.6460342,-77.620903,US,United States,VA,Virginia,VA081,Greensville,136,Southern Piedmont,VA081,"Greensville County, Virginia",NASIS updated 5/4/2020 8:50:55 AM,4/18/2014 18:09,lcos,0.05,6N2a,0.03,6O2a,0.03,6Q2b,,,,,0.45,6A1a,,,4.7,8C1a,,,,,,,,,,lcos,hyd1,5.3,7.7,87,,,
VPI02294,15856719,S,57451,56650,VPI0229,5566,,56,102,56,100,Bt3,363487,V1984-VA081-229,Dothan,,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",363827,VPI-Dotha-3,9/24/2009 0:00,36.6406937,-77.6207657,US,United States,VA,Virginia,VA081,Greensville,136,Southern Piedmont,VA081,"Greensville County, Virginia",NASIS updated 5/4/2020 8:50:53 AM,4/18/2014 18:09,scl,1.28,6N2a,0.5,6O2a,0.23,6Q2b,,,,,0.23,6A1a,,,5.3,8C1a,,,,,,,,,,scl,hyd1,26,12.5,61.5,,,
86P04499,86145,S,13415,13415,86P0743,1464,,86,139,86,100,BC,123586,86NC113023,Cullasaja,series,"Loamy-skeletal, isotic, mesic Andic Haplumbrepts",121842,S1986NC113023,7/1/1986 0:00,35.0577774,-83.4641647,US,United States,NC,North Carolina,NC113,Macon,130,Blue Ridge,NC113,"Macon County, North Carolina",NASIS updated 5/4/2020 8:19:03 AM,4/24/2016 14:12,ls,0.22,6N2e,0.07,6O2d,0,6Q2b,,,,,0.31,6A1c,5.1,4C1a2a,5.6,4C1a2a,,,,,,,5,,,ls,3A1a1a,4.8,9.7,85.5,81,,
11N04123,15825425,S,52452,51725,11N6772,5480,11TN077-003-3,13,38,13,38,Bt1,964195,11TN077003,Lexington,series,"Fine-silty, mixed, active, thermic Ultic Hapludalf",982401,11TN077003,1/15/2014 0:00,,,US,United States,TN,Tennessee,TN077,Henderson,133A,Southern Coastal Plain,TN077,"Henderson County, Tennessee",NASIS updated 5/4/2020 7:55:28 AM,6/12/2014 13:08,sicl,2.62,4B1a1a,5.05,4B1a1a,0.31,4B1a1a,0.43,4H2a,0.111,4H2a,,,4.4,4C1a2a,5.3,4C1a2a,,,,,0.8,4D6a1,59,0.4,4,sicl,3A1a1a,34.3,58.6,7.1,0,,
40A21223,19868,S,2547,2547,40A2711,1,12116,30,46,30,46,E3,102908,S1959MO065002,Clarksville,series,,102925,S1959MO065002,10/7/1959 0:00,37.4839554,-91.2673492,US,United States,MO,Missouri,MO065,Dent,116A,Ozark Highland,MO065,"Dent County, Missouri",NASIS updated 5/4/2020 8:03:45 AM,4/22/2016 17:03,sil,1.4,6N2b,0.7,6O2b,0.1,6Q2a,,,,,0.19,6A1a,,,5.5,8C1a,,,,,,,69,,,sil,3A1a1a,12,61.9,26.1,0,,
18N01011,15945452,S,74737,135333,18N0132,6180,S2015GA007014-3,26,40,26,40,E,1176393,S2015GA007014,Bonneau,series,"Loamy, siliceous, subactive, thermic Arenic Paleudults",1210534,S2015GA007014,,31.19579,-84.451441,US,United States,GA,Georgia,GA007,Baker,133A,Southern Coastal Plain,,,NASIS updated 5/4/2020 7:59:53 AM,4/3/2018 20:09,ls,0.34,4B1a1a,0,4B1a1a,0.02,4B1a1a,0.13,4H2a,0.03,4H2a,,,5.1,4C1a2a,5.9,4C1a2a,,,,,1.9,4D6a1,27,0.1,4,ls,3A1a1a,7.4,9.1,83.5,1,,
18N01377,15945631,S,74778,135374,18N0195,6182,S2016AL007020-4,60,100,60,100,BC,1157599,S2016AL007020,Smithdale,series,"Fine-loamy, siliceous, subactive, thermic Typic Hapludults",1186394,S2016AL007020,,32.95584,-87.4271,US,United States,AL,Alabama,AL007,Bibb,133A,Southern Coastal Plain,AL007,"Bibb County, Alabama",NASIS updated 5/4/2020 7:59:56 AM,4/3/2018 20:09,scl,0,4B1a1a,0.16,4B1a1a,0.04,4B1a1a,0.11,4H2a,0.04,4H2a,,,4,4C1a2a,4.8,4C1a2a,,,,,0.2,4D6a1,4,0.1,3,scl,3A1a1a,33.5,14,52.5,0,,
MU063661,15791769,S,47184,46470,M9961202,5429,,46,61,46,61,2Bt2,1367559,1999MO035002M,Clarksville,series,"Loamy-skeletal, siliceous, active, mesic Typic Paleudults",97408,1999MO035002M,2/22/1999 0:00,37.0109138,-91.1749496,US,United States,MO,Missouri,MO035,Carter,116A,Ozark Highland,MO035,"Carter County, Missouri",NASIS updated 5/4/2020 8:42:41 AM,10/18/2019 14:35,l,0.5,4B1a1,0.4,4B1a1,0.1,4B1a1,,,,,0.2,6A2d,4,8C1e,4.8,8C1a,,,,,,,19,,,l,3A1a1a,17.3,39.7,43,,,
09N03043,15744647,S,40012,39393,09N0863,5302,S09SC083-020-1,0,10,0,10,A,342167,S2009SC083020,Cecil,series,"Fine, kaolinitic, thermic Typic Kanhapludults",346685,S2009SC083020,2/9/2006 0:00,34.976944,-82.1286087,US,United States,SC,South Carolina,SC083,Spartanburg,136,Southern Piedmont,SC083,"Spartanburg County, South Carolina",NASIS updated 5/4/2020 7:48:52 AM,8/14/2013 19:15,cl,17.57,4B1a1a,2.18,4B1a1a,0.58,4B1a1a,3.99,4H2a,0.345,4H2a,,,6.2,4C1a2a,6.4,4C1a2a,,,,,,,93,4,12,cl,3A1a1a,38.5,19.2,42.3,1,,
CL0567,15936453,S,73064,133797,S89SC017-1,5932,S1993SC017012-1,0,18,0,18,Ap,1118090,S1993SC017012,Greenville,series,"Fine, kaolinitic, thermic Rhodic Kandiudults",1127787,S1993SC017012,8/1/2015 0:00,33.7103856,-80.6654823,US,United States,SC,South Carolina,SC017,Calhoun,133A,Southern Coastal Plain,SC017,"Calhoun County, South Carolina",NASIS updated 5/4/2020 8:46:50 AM,11/1/2016 20:13,fsl,0.95,4B1a1,0.27,4B1a1,0.24,4B1a1,,,,,,,,,5.8,8C1a,,,,,,,100,,,fsl,3A1a1a,11.9,9.9,78.2,,,
FL1001201,15818881,S,51339,50613,S10_012,5460,,0,10,0,10,A,904319,S1984FL019-S10_012,Leon,series,"Sandy, siliceous, thermic Aeric Alaquods",528567,S1984-FL019-S10_012,4/15/2011 0:00,29.8911839,-81.8536377,US,United States,FL,Florida,FL019,Clay,153A,Atlantic Coast Flatwoods,FL019,"Clay County, Florida",NASIS updated 5/4/2020 8:44:54 AM,9/4/2019 16:08,FS,0.1,6N2,0.04,6O2,0.01,6Q2,,,,,0.54,6A1a,3.6,8C1e,4.4,8C1a,,,,,,,,,,FS,3A1a1a,0.6,2.9,,,,
MU027031,15787555,S,46547,45833,M0520101,5429,,70,91,70,91,Bg2,173877,2005MO201001,Sharkey,,"Very-fine, smectitic, thermic Vertic Epiaquolls",177403,2005MO201001,6/30/2005 0:00,37.1273193,-89.4961395,US,United States,MO,Missouri,MO201,Scott,131,Southern Mississippi Valley Alluvium,MO201,"Scott County, Missouri",NASIS updated 5/4/2020 8:34:53 AM,5/6/2013 19:33,c,34,4B1a1,18.2,4B1a1,0.3,4B1a1,,,,,0.8,6A2d,6.2,8C1e,6.3,8C1a,,,,,,,91,,,c,3A1a1a,68.8,29.7,1.5,,,
11N00474,15831023,S,53426,52700,11N0099,5514,S10GA107001-3,18,32,18,32,E,890495,S2010GA107001,Dothan,series,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",908389,S2010GA107001,8/16/2013 0:00,32.3613444,-82.379225,US,United States,GA,Georgia,GA107,Emanuel,133A,Southern Coastal Plain,GA107,"Emanuel County, Georgia",NASIS updated 5/4/2020 7:50:46 AM,2/6/2018 17:24,ls,0.1,4B1a1a,0.05,4B1a1a,0.05,4B1a1a,0.54,4H2a,0,4H2a,,,4.5,4C1a2a,5.4,4C1a2a,,,,,,,5,0.5,,ls,3A1a1a,6.6,10.3,83.1,8,,
MU060838,15808715,S,49718,49004,M9815306,5429,,23,43,23,43,Bt1,86288,1997MO153219,Clarksville,series,"Loamy-skeletal, siliceous, semiactive, mesic Typic Paleudults",86526,1997MO153219,10/20/1997 0:00,36.7922556,-92.1548278,US,United States,MO,Missouri,MO153,Ozark,116A,Ozark Highland,MO153,"Ozark County, Missouri",NASIS updated 5/4/2020 8:42:07 AM,7/25/2019 13:05,sil,0.7,4B1a1,0.4,4B1a1,0.1,4B1a1,,,,,0.3,6A2d,4.3,8C1e,5,8C1a,,,,,,,24,,,sil,3A1a1a,11.8,62.5,25.7,,,
FL3300602,15817599,S,51137,50411,S33_006,5460,,18,28,18,28,Bt1,517685,1980-FL065-S33_006,Cowarts,,"Typic Kanhapludults, fine-loamy, kaolinitic, thermic",528938,S1980-FL065-S33_006,4/15/2011 0:00,30.6271591,-83.8272705,US,United States,FL,Florida,FL065,Jefferson,133A,Southern Coastal Plain,FL065,"Jefferson County, Florida",NASIS updated 5/4/2020 8:45:36 AM,4/23/2016 6:15,FSL,0.4,6N2,0.1,6O2,0.07,6Q2,,,,,0.34,6A1a,4.4,8C1e,5.6,8C1a,,,,,,,,,,FSL,3A1a1a,17.9,6,,,,
81P01345,57921,S,8369,8369,81P0258,562,,69,104,69,100,Bt2,956550,81LA111001,Ruston,taxadjunct,"Coarse-loamy, siliceous, semiactive, thermic Typic Paleudalf",974844,81LA111001,6/1/1981 0:00,32.6775,-92.3958333,US,United States,LA,Louisiana,LA111,Union,133B,Western Coastal Plain,LA111,"Union Parish, Louisiana",NASIS updated 5/4/2020 8:13:17 AM,6/12/2014 16:16,fsl,0.35,6N2e,0.88,6O2d,0.16,6Q2b,,,,,0.08,6A1c,4.3,4C1a2a,5.1,4C1a2a,,,,,,,44,,,fsl,3A1a1a,10.5,14.1,75.4,0,,
